"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1379","Tennessee State","OVC",5,25,59.2,73.9,74.1,-14.73,-1.46,-7.92,-8.28,46.02,60.68,2019
"1380","Detroit Mercy","Horizon",4,25,53,67.9,69.4,-14.9,-0.73,-11.46,-4.98,41.44,58.88,2019
"1381","College of Charleston","CAA",7,23,60.8,70.8,72.2,-9.97,-5.22,-6.98,-9.69,45.11,60.84,2019
"1382","Vermont","AEC",11,18,52.3,59.7,64.8,-7.34,-7.6,-14.75,-2.24,40.85,58.51,2019
"1383","Georgia Southern","Sun Belt",7,22,62.2,73.6,68.7,-11.34,-4.49,-5.15,-11.88,48.44,64.29,2019
"1384","Florida Atlantic","CUSA",5,25,57,72,73.8,-14.97,-2.18,-8.18,-8.96,43.03,60.34,2019
"1385","South Carolina State","MEAC",16,16,57.3,59,64.8,-1.69,-14.01,-14.62,-2.62,35.09,48.49,2019
"1386","Alabama A&M","SWAC",13,17,59.5,62.9,73.1,-3.33,-14.34,-12.15,-5.53,43.07,58.48,2019
"1387","Presbyterian","Big South",7,24,56.7,65.5,70.5,-8.74,-9.08,-12.52,-5.3,44,61.5,2019
"1388","Florida International","CUSA",5,24,58.6,71.3,70.7,-12.72,-4.87,-8.38,-9.56,44.46,61.88,2019
"1389","Grand Canyon","WAC",7,20,56.3,65.2,67.3,-8.89,-9.98,-14.37,-4.5,41.8,63.04,2019
"1390","Central Connecticut State","NEC",7,21,59.1,67,72.1,-7.89,-11.1,-11.48,-7.51,43.94,63.39,2019
"1391","Southeastern Louisiana","Southland",9,20,57.1,65.3,66.6,-8.24,-10.27,-13.39,-5.76,36.22,50.68,2019
"1392","Houston Christian","Southland",9,19,65.4,69,69.1,-3.61,-8.34,-8.88,-10.34,33.52,45.69,2019
"1393","Northwestern State","Southland",11,18,69.3,73.9,70.6,-4.66,-8.46,-2.75,-16.48,37.59,52.45,2019
"1394","Massachusetts-Lowell","AEC",7,22,53.2,62.8,65.9,-9.59,-8.41,-14.67,-4.89,41.67,62.69,2019
"1395","Maryland-Baltimore County","AEC",10,20,55.5,62.4,65.5,-6.93,-8.5,-13.9,-5.67,37.11,56.51,2019
"1396","NJIT","A-Sun",6,24,54.2,66.9,72.1,-12.67,-7.13,-13.48,-6.32,40.08,61.4,2019
"1397","Evansville","MVC",4,26,56.6,73.8,71.1,-17.17,-2.76,-10.36,-9.56,44.39,66.79,2019
"1398","Morgan State","MEAC",10,21,54.4,62.9,66.2,-8.55,-10.45,-15.15,-4.86,36.04,53.22,2019
"1399","Winthrop","Big South",10,20,55.5,64.6,71.3,-9.07,-10.8,-14.13,-5.91,38.54,56.98,2019
"1400","New Orleans","Southland",12,16,60.9,66,67.3,-5.11,-9.39,-11.95,-8.2,33.12,49.16,2019
"1401","New Hampshire","AEC",6,24,52.4,64.8,65.8,-12.4,-6.66,-14.57,-5.75,40.66,63.54,2019
"1402","Illinois-Chicago","Horizon",3,26,49.2,69.8,72.7,-20.52,-0.2,-15.16,-5.56,35.92,59.14,2019
"1403","Alabama State","SWAC",11,19,57.9,68.5,73.7,-10.57,-9.63,-12.35,-8.42,39.99,58.27,2019
"1404","Eastern Kentucky","OVC",2,27,54.5,71,68.4,-16.52,-0.36,-13.07,-8.14,37.63,59.74,2019
"1405","Wagner","NEC",10,20,63.5,71.1,70.5,-7.67,-12.77,-8.17,-13.46,45.47,68.35,2019
"1406","Iona","MAAC",5,26,47.1,63.3,67.7,-16.19,-5.73,-18.77,-3.16,35.75,61.71,2019
"1407","Coppin State","MEAC",5,25,57.2,71.9,71.3,-14.73,-7.24,-10.46,-11.52,41.87,61.04,2019
"1408","Lipscomb","A-Sun",4,25,53.7,71.8,72.7,-18.14,-4.3,-13.46,-8.98,39.18,63.35,2019
"1409","South Carolina Upstate","Big South",7,23,62.4,70.2,72.8,-7.83,-10.7,-8.38,-14.13,37.97,57.93,2019
"1410","Incarnate Word","Southland",5,24,57,75.5,73.7,-18.52,-4.06,-9.96,-12.61,40.42,60.78,2019
"1411","Longwood","Big South",3,27,59.4,73.5,74.3,-14.1,-8.54,-9.34,-13.3,43.66,67.25,2019
"1412","Delaware State","MEAC",7,21,60.1,71.4,69.7,-11.29,-10.04,-8.43,-14.99,42.03,63.59,2019
"1413","McNeese State","Southland",7,22,62.7,77.3,76.9,-14.66,-7.92,-7.08,-16.95,NA,NA,2019
"1414","North Carolina Central","MEAC",9,22,59.6,70.6,72.2,-10.94,-12.6,-10.98,-13.12,37.55,59.82,2019
"1415","Saint Peter's","MAAC",6,24,56.3,68.7,72.9,-12.47,-11.68,-12.61,-11.53,40.07,67.94,2019
"1416","FDU","NEC",8,22,57.6,65.2,67.8,-7.53,-13.58,-16.16,-8.03,37.66,63.33,2019
"1417","Western Carolina","Southern",4,26,53.6,69.3,69,-15.7,-6.65,-14.8,-9.96,35.3,60.82,2019
"1418","Mississippi Valley State","SWAC",6,24,61.4,74.7,77.3,-13.37,-11.91,-8.74,-16.54,42.27,66.99,2019
"1419","Florida A&M","MEAC",4,25,51.4,67.5,71,-16.03,-9.62,-18.22,-8.22,29.54,54.59,2019
"1420","Savannah State","MEAC",7,19,62.8,69.2,77.1,-6.46,-12.94,-12.65,-14.83,NA,NA,2019
"1421","Long Island University","NEC",4,25,56,70.8,71.9,-14.79,-12.93,-14.57,-13.08,38.29,70.2,2019
"1422","Alcorn State","SWAC",4,26,57.1,72.3,72.1,-15.23,-14.02,-14.34,-15.57,32.86,60.83,2019
"1423","Arkansas-Pine Bluff","SWAC",5,20,51.4,66.3,70.9,-14.96,-13.17,-21.04,-11.27,22.32,50.44,2019
"1424","Chicago State","WAC",2,28,55.5,85,79.7,-29.43,-6.09,-13.87,-21.65,32.17,71.34,2019
"1425","UConn","AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.21,23.51,2018
"1426","Baylor","Big 12",33,2,86.1,56.1,73.4,29.97,12.61,25.42,17.16,84.96,26.41,2018
"1427","Mississippi State","SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,86.76,30.71,2018
"1428","Notre Dame","ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,88.84,36.81,2018
"1429","Louisville","ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,82.22,30.83,2018
"1430","Oregon","Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,86.94,37.41,2018
"1431","Texas","Big 12",28,7,80.7,64.1,70.6,16.66,15.59,21.77,10.48,77.49,33.1,2018
"1432","UCLA","Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,77.94,34.89,2018
"1433","Florida State","ACC",26,7,81,64.3,71.2,16.7,11.23,21.63,6.3,83.17,41.86,2018
"1434","Ohio State","Big Ten",28,7,85,71.1,71.2,13.89,13.62,24.97,2.54,81.49,41.88,2018
"1435","South Carolina","SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,75.88,36.15,2018
"1436","Tennessee","SEC",25,8,77.6,64.3,75.6,13.27,13.19,17.14,9.32,72.28,33.8,2018
"1437","Oregon State","Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.21,35.94,2018
"1438","Maryland","Big Ten",26,8,79.6,64.1,73,15.5,10.1,18.31,7.28,78.96,41.04,2018
"1439","Duke","ACC",24,9,68.8,56.3,71.1,12.48,11.59,9.13,14.94,72.77,35.21,2018
"1440","Oklahoma State","Big 12",21,11,78.3,67.6,72.4,10.72,12.89,17.76,5.85,76.07,41.12,2018
"1441","Stanford","Pac-12",24,11,68.7,62.7,72,6.09,17.47,10.45,13.11,70.38,33.78,2018
"1442","Arizona State","Pac-12",22,13,67.8,57.8,66.2,10.03,13.37,7.52,15.88,72.79,37,2018
"1443","DePaul","Big East",27,8,82.9,70.8,74.4,12.11,10.88,21.95,1.04,78.79,44.72,2018
"1444","Texas A&M","SEC",26,10,77.7,68.5,71,9.17,13.67,18.02,4.82,79.9,44.78,2018
"1445","NC State","ACC",26,9,66.8,57.2,70.1,9.54,12.97,7.13,15.38,69.11,34.32,2018
"1446","West Virginia","Big 12",25,12,73.3,61.5,72.6,11.86,10.57,11.34,11.04,71.57,37.16,2018
"1447","South Florida","AAC",26,8,75.2,63,68.8,12.24,9.94,13.87,8.31,79.44,45.3,2018
"1448","Michigan","Big Ten",23,10,74.9,62.5,72.5,12.42,9.35,11.99,9.78,73.4,40.03,2018
"1449","Oklahoma","Big 12",16,15,76,72.7,79.9,3.32,18.06,17.36,4.03,72.33,40.1,2018
"1450","Green Bay","Horizon",29,4,65.6,47.4,64.8,18.18,2.77,1.09,19.85,67.85,32.07,2018
"1451","Marquette","Big East",24,10,80.2,70.8,74.5,9.44,10.69,19.92,0.22,77.54,46.53,2018
"1452","Iowa","Big Ten",24,8,78.7,68.9,72.5,9.81,9.93,16.39,3.35,73.71,43.37,2018
"1453","USC","Pac-12",20,11,67.7,60.6,72,7.1,12.48,8.18,11.39,68.3,37.65,2018
"1454","Minnesota","Big Ten",24,9,84.9,74.8,70,10.12,9.41,22.87,-3.34,75.67,47.33,2018
"1455","Georgia Tech","ACC",20,14,67.5,57.4,74.7,10.06,8.35,7.72,11.18,65.42,36.49,2018
"1456","Missouri","SEC",24,8,69.8,61,66,8.75,10.09,7.88,10.97,73.31,43.08,2018
"1457","South Dakota State","Summit",26,7,78.2,62.2,70.1,16,2.59,12.93,5.75,70.87,42.99,2018
"1458","Georgia","SEC",26,7,67,57.6,71.9,9.36,9.22,5.56,13.02,62.17,32.95,2018
"1459","Miami (FL)","ACC",21,11,71.1,64.1,72.7,6.97,10.84,10.05,7.76,65.6,37.75,2018
"1460","Virginia Tech","ACC",23,14,72.2,64.4,70.9,7.89,9.86,12.94,4.81,71.77,44.28,2018
"1461","Utah","Pac-12",18,14,71.2,63.8,71.1,7.44,10.14,10.35,7.23,67.87,40.26,2018
"1462","Michigan State","Big Ten",19,14,75.1,68.3,74.2,6.73,10.79,13.26,4.26,69.7,43.09,2018
"1463","Buffalo","MAC",29,6,78.1,65.1,74.9,12.97,4.3,13.78,3.49,66.4,40.32,2018
"1464","Rutgers","Big Ten",20,12,64.9,60,68,4.91,11.9,3.95,12.86,63.32,37.31,2018
"1465","California","Pac-12",21,11,69,65.9,68.5,3.09,13.53,9.89,6.74,65.06,40.56,2018
"1466","TCU","Big 12",23,13,74.8,70.9,72.5,3.89,12.59,13.64,2.84,72.34,46.33,2018
"1467","Syracuse","ACC",22,9,73.1,66.6,75.8,6.52,9.81,13.18,3.14,72.39,46.38,2018
"1468","Central Michigan","MAC",30,5,82.3,70.8,72.6,11.54,5.54,16.97,-1.02,74.76,51.28,2018
"1469","Virginia","ACC",19,14,62.1,61.2,69,0.91,14.81,3.17,12.55,64.29,39.32,2018
"1470","Villanova","Big East",23,9,67.5,61,64.8,6.5,9.19,6.63,9.06,74.83,48.76,2018
"1471","LSU","SEC",19,10,66.3,61.7,66.6,4.69,10.89,5.06,10.52,65.45,40.08,2018
"1472","Indiana","Big Ten",23,14,70.1,66.7,73,3.46,11.86,9.32,6,68.79,44.27,2018
"1473","St. John's (NY)","Big East",19,15,65.9,61,67.5,4.82,10.16,4.97,10.01,66.03,42.18,2018
"1474","Nebraska","Big Ten",21,11,68.8,63.6,74.1,5.16,9.78,6.16,8.78,66.1,42.53,2018
"1475","Gonzaga","WCC",27,6,72.3,59.5,68.2,12.82,2.05,6.73,8.14,59.15,38.25,2018
"1476","Kentucky","SEC",15,17,68.1,65.7,71.7,2.38,11.42,7.54,7.19,69.32,46.74,2018
"1477","Creighton","Big East",19,13,69.7,67.4,67,2.25,12.33,8.73,5.86,72.93,49.27,2018
"1478","Princeton","Ivy",24,6,67.6,55.1,72.7,12.53,1.79,3.96,10.36,67.6,42.9,2018
"1479","Ball State","MAC",25,7,80.4,66.3,74.1,14.09,1.99,12.82,1.43,63,42.4,2018
"1480","Kansas State","Big 12",18,16,68,66.6,71,1.41,12.59,7.65,6.35,67.68,45.36,2018
"1481","Purdue","Big Ten",20,14,65.4,62.7,67.3,2.68,10.63,3.51,9.8,66.12,44.56,2018
"1482","Iowa State","Big 12",14,17,67,67.4,75.7,-0.32,13.55,5.18,8.05,65.12,44.07,2018
"1483","Alabama","SEC",20,14,67.8,62.6,72.5,5.18,7.8,6.01,6.96,64.91,43.46,2018
"1484","Belmont","OVC",31,4,77.6,59.7,68.7,17.91,-4.23,9.34,3.49,71.29,49.92,2018
"1485","Drake","MVC",26,8,82.4,67.4,75.1,15,-0.53,17.08,-4.48,72.95,52.42,2018
"1486","Dayton","A-10",23,7,73.3,62.1,71.5,11.2,1.31,9.75,2.76,68.48,47.31,2018
"1487","Elon","CAA",25,8,71.2,57.5,71,13.79,-0.14,6,6.45,59.75,40.13,2018
"1488","South Dakota","Summit",29,7,74.3,59.4,69.2,14.83,1.13,6.78,5.66,64.91,44.66,2018
"1489","Quinnipiac","MAAC",28,6,71.8,58.9,68.4,12.88,-0.88,6.31,5.7,65.28,45.59,2018
"1490","Auburn","SEC",14,15,62.4,59.8,70.8,2.62,10.17,1.14,10.81,57.73,37.69,2018
"1491","Florida Gulf Coast","A-Sun",31,5,78.2,60.4,69.9,17.75,-4.02,9.56,2.36,65.14,45.77,2018
"1492","Western Kentucky","CUSA",24,9,75.3,63.5,69.5,11.85,0.41,9.78,2.1,69.79,49.25,2018
"1493","Wake Forest","ACC",14,17,66.2,65.4,69.6,0.77,10.36,6.1,5.03,65.18,45.85,2018
"1494","Washington State","Pac-12",10,20,65.9,69.8,69.8,-3.87,14.86,6.91,4.08,61.53,43.65,2018
"1495","Georgetown","Big East",16,16,64.3,61.8,68.6,2.47,8.46,2.25,8.68,62.2,44.88,2018
"1496","IU Indianapolis","Horizon",22,10,68.8,58,66.7,10.81,0.68,4.04,6.74,63.94,45.9,2018
"1497","Mercer","Southern",30,3,70.7,54.9,69.2,15.79,-5.34,4.5,5.95,67.89,47.34,2018
"1498","Colorado","Pac-12",15,16,69.5,68.9,71.3,0.68,11.38,8.12,2,61,45.18,2018
"1499","Pennsylvania","Ivy",22,9,65.5,54.9,65.9,10.65,1.18,-0.62,10.67,59.33,41.95,2018
"1500","UCF","AAC",22,11,60,56.4,69,3.61,6.14,-2.51,12.25,55.53,37.73,2018
"1501","New Mexico","MWC",25,11,80.4,70.7,77.2,9.69,0.58,14.25,-4.86,63.45,47.57,2018
"1502","Wright State","Horizon",23,11,72.4,61.1,71.5,11.35,0.51,6.72,2.2,61.42,46.33,2018
"1503","UNC","ACC",15,16,73,73.8,74.7,-0.81,9.53,12.84,-4.11,67.33,51.58,2018
"1504","Seton Hall","Big East",16,16,66.3,65.3,76.2,1.03,7.63,4.85,3.81,61.61,46.99,2018
"1505","UC-Davis","Big West",28,7,71.8,62.5,69.4,9.26,-0.92,4.73,3.6,63.03,48.09,2018
"1506","Saint Mary's (CA)","WCC",20,11,71.5,66.3,71,5.19,2.98,6.39,1.79,59.19,46.92,2018
"1507","Penn State","Big Ten",16,16,68.7,69.5,73.8,-0.78,8.55,7.12,0.65,64.34,50.42,2018
"1508","Western Illinois","Summit",22,10,81.1,66.7,77.3,14.44,-2.25,11.68,-3.97,56.73,45.06,2018
"1509","Drexel","CAA",27,8,63.4,55.2,63.2,8.17,-0.57,-1.4,9.01,61.69,46.09,2018
"1510","James Madison","CAA",23,11,63.9,57.8,67.9,6.15,1.38,0.04,7.49,57.64,42.87,2018
"1511","Cincinnati","AAC",19,13,66.5,62.9,70.5,3.53,4.83,1.78,5.63,57.48,44.13,2018
"1512","Butler","Big East",15,17,64.5,65.3,70.6,-0.75,7.87,2.59,4.53,60.8,48.03,2018
"1513","Duquesne","A-10",25,8,69.8,63.3,70.9,6.48,0.35,4.29,2.55,64.33,51.12,2018
"1514","Northern Colorado","Big Sky",26,7,70.2,63.9,70.4,6.33,0.46,3.28,3.52,61.21,48.36,2018
"1515","Houston","AAC",20,12,73.7,70.9,74.6,2.78,3.81,11.12,-4.53,60.12,47.88,2018
"1516","Pittsburgh","ACC",10,20,59.3,63.2,71,-3.9,10.06,-1.07,7.23,55.62,44.43,2018
"1517","Miami (OH)","MAC",21,11,69.3,64,69.5,5.25,0.82,2.62,3.45,63.26,51.1,2018
"1518","Kansas","Big 12",12,18,62,67.5,71.8,-5.5,11.41,1.09,4.83,58.48,46.84,2018
"1519","Fordham","A-10",24,10,60.9,56.1,62.6,4.76,1.07,-3.89,9.73,59.11,46.56,2018
"1520","Florida","SEC",11,19,65.6,68.8,71,-3.17,8.97,3.37,2.43,60.38,50.16,2018
"1521","George Mason","A-10",24,10,69.6,61.4,70.7,8.15,-2.44,3.95,1.76,60.08,48.29,2018
"1522","Washington","Pac-12",7,23,67.1,76,71.8,-8.9,14.54,7.11,-1.47,62.82,52.8,2018
"1523","George Washington","A-10",19,14,59.7,58.5,65.6,1.21,4.37,-4.77,10.36,59.06,46.97,2018
"1524","Missouri State","MVC",21,12,69.2,63.5,74.2,5.67,0.38,5.14,0.27,61.82,50.94,2018
"1525","Maine","AEC",23,10,65.5,56.6,65.6,8.88,-0.91,-1.09,6.4,57.29,45.67,2018
"1526","Northwestern","Big Ten",12,20,61.8,65.4,70.7,-3.56,8.86,0.31,4.99,59.53,49.19,2018
"1527","Boise State","MWC",23,10,68.4,61.8,71.7,6.61,0.6,2.08,3.1,50.74,41.3,2018
"1528","BYU","WCC",16,14,66.6,62.9,68.5,3.67,1.44,1.99,3.12,49.03,39.22,2018
"1529","Ole Miss","SEC",12,19,65.6,68.8,70.1,-3.23,8.08,3.08,1.78,59.26,49.29,2018
"1530","UAB","CUSA",27,7,71.5,61.5,67.6,9.97,-2.71,5.16,-0.33,61.67,50.62,2018
"1531","Little Rock","Sun Belt",23,10,59.7,53.8,66.6,5.88,-1.24,-7.35,11.98,55.74,43.19,2018
"1532","Texas State","Sun Belt",23,10,70.4,58.2,66.1,12.24,-7.63,2.24,2.38,62.13,50.29,2018
"1533","Milwaukee","Horizon",21,12,65.5,61,69.5,4.52,-0.05,0.13,4.34,58.58,48.95,2018
"1534","UNLV","MWC",19,12,67.9,66.6,69.4,1.29,3.15,2.24,2.2,54.78,45.42,2018
"1535","Navy","Patriot",25,8,64.7,54,68.6,10.73,-5.77,-2.98,7.3,50.88,41.88,2018
"1536","Tulane","AAC",14,17,62.8,66.6,70.7,-3.81,8.1,0.49,3.8,53.13,45.07,2018
"1537","Northern Iowa","MVC",19,14,63.3,58.1,69.1,5.27,-0.37,-2.91,7.04,53.72,44.15,2018
"1538","Loyola Marymount","WCC",19,11,69.4,65.3,69.6,4.1,0.88,3.73,0.29,50.02,43.3,2018
"1539","Wyoming","MWC",22,11,61.5,57.2,63.3,4.3,1.13,-5.45,9.39,52.24,43.93,2018
"1540","Saint Louis","A-10",17,16,71.9,70.6,68.6,1.3,2.56,8.23,-4.37,64.55,55.39,2018
"1541","Wisconsin","Big Ten",9,21,60.6,66,71.8,-5.4,9.08,-1.93,5.61,54.32,47.63,2018
"1542","Toledo","MAC",18,15,67.5,68,69.2,-0.45,4.05,1.43,2.17,57.2,49.02,2018
"1543","Vanderbilt","SEC",7,24,69.1,79.2,70.6,-10.1,13.46,10.01,-6.64,66.37,58.03,2018
"1544","Rice","CUSA",23,10,65.3,58.1,64,7.18,-3.97,-1.44,4.65,64.48,54.21,2018
"1545","Harvard","Ivy",18,11,68.3,65.7,71.2,2.59,0.61,4.12,-0.93,64.55,56.2,2018
"1546","Albany (NY)","AEC",24,8,68.3,60.2,65.7,8.16,-4.97,2.5,0.68,56.05,48.19,2018
"1547","American","Patriot",26,7,64.2,57.8,68.2,6.39,-3.44,-0.76,3.71,58.39,50.43,2018
"1548","Delaware","CAA",19,13,65.8,60.4,73,5.38,-2.42,0.52,2.44,55.17,47.21,2018
"1549","Colorado State","MWC",21,12,61.2,57.6,62.8,3.64,0.45,-6.19,9.13,47.41,41.24,2018
"1550","Western Michigan","MAC",18,15,69.9,67.1,69.4,2.76,4.4,2.15,0.78,54.47,47.88,2018
"1551","Lamar","Southland",22,8,77.5,62.1,71.2,15.4,-6.59,4.95,-2.11,45.47,38.22,2018
"1552","Louisiana Tech","CUSA",19,12,66.6,60.5,71.9,6.1,-2.17,0.08,2.72,52.58,44.27,2018
"1553","Chattanooga","Southern",17,13,58.8,56.7,68.8,2.13,0.33,-5.03,7.5,57.45,48.96,2018
"1554","Middle Tennessee","CUSA",18,13,57.8,56.4,63.1,1.39,0.91,-7.83,10.13,53.6,45.71,2018
"1555","San Diego","WCC",17,15,61.3,62.2,75.5,-0.84,0.85,-2.44,4.75,NA,NA,2018
"1556","Arkansas","SEC",13,18,67.2,73.7,76.2,-6.48,8.74,5.84,-3.59,59,51.47,2018
"1557","Saint Joseph's","A-10",19,15,64.6,62.7,64.6,1.82,0.31,0.01,2.13,61.02,54.5,2018
"1558","Idaho State","Big Sky",21,11,71,63,68.4,7.94,-3.32,0.67,1.31,51.81,45.78,2018
"1559","Nevada","MWC",19,17,69.8,68.5,70.5,1.31,1.23,4.98,-3.01,53.4,48.69,2018
"1560","Northern Illinois","MAC",15,15,77.5,76.5,76.4,1.03,0.9,10.61,-8.67,63.64,57.99,2018
"1561","Wichita State","AAC",14,17,65.6,68.9,69.6,-3.29,5.13,1.41,0.43,60.07,53.91,2018
"1562","Weber State","Big Sky",21,11,76.2,71.2,71.1,4.97,-3,8.9,-7.13,58.33,52.89,2018
"1563","Yale","Ivy",19,13,67.2,64.9,72.1,2.31,-0.72,2.68,-1.09,55.32,49.23,2018
"1564","Marist","MAAC",20,14,67.9,61.6,68.9,6.29,-4.9,1.84,-0.44,61.35,55.72,2018
"1565","East Tennessee State","Southern",20,13,67.1,64.4,77.5,2.73,-0.72,1.44,-0.07,53.11,46.97,2018
"1566","Ohio","MAC",16,15,67.3,67.6,74.8,-0.32,3.25,1.72,-0.67,52.56,48.27,2018
"1567","Jacksonville","A-Sun",24,9,68.3,58.9,68.5,9.39,-7.07,-1.31,2.28,49.16,43.94,2018
"1568","Cleveland State","Horizon",19,11,67.7,66.5,71.7,1.13,-0.19,2.59,-1.64,60.33,55.03,2018
"1569","San Francisco","WCC",16,15,68.7,69.4,70,-0.65,1.52,3.12,-2.25,53.4,49.85,2018
"1570","North Texas","CUSA",17,14,61.1,56.2,65.6,4.9,-1.66,-5.72,6.56,47.46,42.21,2018
"1571","Bucknell","Patriot",22,10,63.2,58.2,71,5,-4.23,-1.91,2.68,56.17,51.04,2018
"1572","Liberty","Big South",24,10,64.7,55,68.8,9.68,-8.24,-3.77,4.44,52.64,48.03,2018
"1573","Charlotte","CUSA",14,16,66,65.5,66.7,0.5,-0.21,1.43,-1.13,60.11,55.44,2018
"1574","Oral Roberts","Summit",17,13,68.3,61.8,69.7,6.57,-2.55,-2.9,2.96,51.09,47.54,2018
"1575","Tulsa","AAC",10,21,61.9,65.7,71.2,-3.87,3.8,-1.17,1.17,53.6,50.65,2018
"1576","Oakland","Horizon",15,16,70.4,68.5,74.2,1.81,0.08,5.32,-5.38,53.22,49.67,2018
"1577","Hartford","AEC",19,13,64.6,60.3,71.3,4.34,-4.87,-1.84,1.77,55.28,52.48,2018
"1578","Boston College","ACC",7,23,58.2,68.7,76.1,-10.5,10.29,-3.07,2.86,54.27,51.91,2018
"1579","Temple","AAC",12,19,66.2,72.7,72.2,-6.58,6.31,5.14,-5.4,60.08,56.52,2018
"1580","Clemson","ACC",11,19,50.5,60.3,78,-9.8,7.97,-10.97,10.62,44.46,44.09,2018
"1581","Pacific","WCC",15,17,75.2,74.9,72.8,0.22,1.33,8.62,-9.14,53.43,52.2,2018
"1582","Southern Methodist","AAC",10,20,56,61.4,71.5,-5.33,4.73,-8.15,7.55,45.67,42.56,2018
"1583","Central Arkansas","Southland",25,10,62.1,50.9,63.5,11.23,-5.96,-9.95,9.31,49.42,43.47,2018
"1584","Xavier","Big East",10,20,58.6,66.1,69.6,-7.43,6.76,-4.45,3.78,55.34,53.98,2018
"1585","Idaho","Big Sky",19,14,74.8,74.8,73.2,0.09,-0.45,7.52,-8.32,62.73,60.25,2018
"1586","Tennessee-Martin","OVC",19,15,71.9,66.9,74.2,4.97,-3.31,4,-4.99,57.3,54.48,2018
"1587","Stephen F. Austin","Southland",25,7,72.7,57.9,67,14.78,-9.93,0.22,-1.39,48.24,43.85,2018
"1588","Texas Tech","Big 12",7,23,62.7,75.2,76.8,-12.47,11.28,0.74,-1.93,55.04,52.18,2018
"1589","Fresno State","MWC",17,15,66.4,67.8,68.3,-1.44,0.23,1.39,-2.6,53.74,52.95,2018
"1590","Providence","Big East",10,21,59.7,66.9,70.3,-7.23,6.01,-3.78,2.56,54.27,52.86,2018
"1591","Binghamton","AEC",20,12,63.8,57.4,67.8,6.41,-6.11,-3.55,2.31,50.41,48.28,2018
"1592","Northeastern","CAA",16,15,62.3,61.6,71.7,0.74,-2,-2.85,1.59,56.29,54.16,2018
"1593","Dartmouth","Ivy",15,12,65,66,66.3,-1.04,-0.28,-0.48,-0.84,58.58,56.7,2018
"1594","Cal State Northridge","Big West",19,16,65.2,64.5,69.6,0.74,-1.67,-3.77,2.37,49.52,47.81,2018
"1595","Kent State","MAC",13,19,62.3,67,71.6,-4.72,3.19,-3.19,1.66,54.01,53.23,2018
"1596","Portland State","Big Sky",19,13,72.5,70.1,72,2.44,-2.18,2.68,-4.46,52.81,51.74,2018
"1597","Arizona","Pac-12",6,24,57.9,70.7,69.5,-12.77,10.88,-2.64,0.75,52.03,52.51,2018
"1598","Eastern Michigan","MAC",11,20,69.4,71.5,71.1,-2.19,1.45,2.2,-4.12,53.84,53.17,2018
"1599","South Alabama","Sun Belt",21,13,66.7,61.4,71.8,5.24,-6.51,-2.52,0.46,51.81,49.3,2018
"1600","SIU Edwardsville","OVC",17,15,64.3,63.7,69.6,0.66,-3.24,-3.28,1.13,52.32,51.88,2018
"1601","Saint Francis (PA)","NEC",24,10,80,73.2,75.4,6.79,-8.2,11.33,-13.5,56.85,55.73,2018
"1602","William & Mary","CAA",16,14,65.8,65.3,70.4,0.47,-2.68,-0.14,-2.07,55.77,55.09,2018
"1603","Richmond","A-10",14,17,65.3,65.5,68.8,-0.19,-2.07,-0.59,-1.67,52.77,51.85,2018
"1604","Eastern Washington","Big Sky",17,14,67.7,67.7,69.7,0,-0.77,-1,-1.31,52.3,52.11,2018
"1605","Brown","Ivy",15,12,75.3,73.7,74.6,1.59,-3.26,7.72,-10.13,57.33,57.7,2018
"1606","Youngstown State","Horizon",16,16,64.1,64.3,66.5,-0.13,0.49,-1.82,-0.63,53.88,53.77,2018
"1607","Southern Illinois","MVC",17,14,64.1,63.4,70.1,0.77,-3.03,-2.26,-0.45,51.51,51.52,2018
"1608","East Carolina","AAC",16,15,65.1,67.5,74.9,-2.39,-0.47,0.09,-2.94,45.47,47.24,2018
"1609","UC Riverside","Big West",11,22,66.1,70.7,71.5,-4.67,1.76,0.65,-3.56,52.83,52.86,2018
"1610","UC-Irvine","Big West",18,14,72,70.4,70.9,1.59,-3.44,3.35,-6.28,48.77,49.43,2018
"1611","Denver","Summit",16,14,70.6,69.7,78.8,0.9,-2.41,3.28,-6.28,52.96,53.75,2018
"1612","UC Santa Barbara","Big West",12,17,66.2,68.1,67.8,-1.93,-1.07,-0.51,-2.5,52.64,54.13,2018
"1613","UTEP","CUSA",17,14,64.9,64.2,66.9,0.74,-3.75,-2.37,-0.64,56.17,56.13,2018
"1614","Radford","Big South",24,9,60.1,52.9,69.3,7.18,-9.93,-9.06,5.81,45.94,45.76,2018
"1615","North Dakota","Big Sky",12,18,65.5,68.1,73.1,-2.53,1.26,-2.56,-0.72,47.43,48.03,2018
